element_id,field_text,field_category,Predicted
212862,View Winning Nu,unknown,unknown
212859,View Winning Nu,unknown,unknown
212858,View Winning Nu,unknown,unknown
212857,View Winning Nu,unknown,unknown
212856,View Winning Nu,unknown,unknown
212855,View Winning Nu,unknown,unknown
212854,View Winning Nu,unknown,unknown
212853,View Winning Nu,unknown,unknown
212852,View Winning Nu,unknown,unknown
212851,View Winning Nu,unknown,unknown
212850,View Winning Nu,unknown,unknown
212849,View Winning Nu,unknown,unknown
212848,View Winning Nu,unknown,unknown
212847,View Winning Nu,unknown,unknown
212846,View Winning Nu,unknown,unknown
212845,View Winning Nu,unknown,unknown
212842,View Winning Nu,unknown,unknown
212841,View Winning Nu,unknown,unknown
212840,View Winning Nu,unknown,unknown
212839,View Winning Nu,unknown,unknown
212838,View Winning Nu,unknown,unknown
212837,View Winning Nu,unknown,unknown
212836,View Winning Nu,unknown,unknown
212835,View Winning Nu,unknown,unknown
212834,View Winning Nu,unknown,unknown
212833,View Winning Nu,unknown,unknown
212832,View Winning Nu,unknown,unknown
212831,View Winning Nu,unknown,unknown
212830,View Winning Nu,unknown,unknown
212829,View Winning Nu,unknown,unknown
212828,View Winning Nu,unknown,unknown
212827,View Winning Nu,unknown,unknown
212826,View Winning Nu,unknown,unknown
212825,View Winning Nu,unknown,unknown
212824,View Winning Nu,unknown,unknown
212823,View Winning Nu,unknown,unknown
212820,View Winning Nu,unknown,unknown
212819,View Winning Nu,unknown,unknown
212818,View Winning Nu,unknown,unknown
212817,View Winning Nu,unknown,unknown
212816,View Winning Nu,unknown,unknown
212815,View Winning Nu,unknown,unknown
212814,View Winning Nu,unknown,unknown
212813,View Winning Nu,unknown,unknown
212812,View Winning Nu,unknown,unknown
212811,View Winning Nu,unknown,unknown
212810,View Winning Nu,unknown,unknown
212809,View Winning Nu,unknown,unknown
212808,View Winning Nu,unknown,unknown
212807,View Winning Nu,unknown,unknown
212806,View Winning Nu,unknown,unknown
212805,View Winning Nu,unknown,unknown
212804,View Winning Nu,unknown,unknown
212803,View Winning Nu,unknown,unknown
212802,View Winning Nu,unknown,unknown
212801,View Winning Nu,unknown,unknown
212800,View Winning Nu,unknown,unknown
212799,View Winning Nu,unknown,unknown
212798,View Winning Nu,unknown,unknown
212797,View Winning Nu,unknown,unknown
212796,View Winning Nu,unknown,unknown
212793,View Winning Nu,unknown,unknown
212792,View Winning Nu,unknown,unknown
212791,View Winning Nu,unknown,unknown
212790,View Winning Nu,unknown,unknown
212789,View Winning Nu,unknown,unknown
212788,View Winning Nu,unknown,unknown
212787,View Winning Nu,unknown,unknown
212786,View Winning Nu,unknown,unknown
212785,View Winning Nu,unknown,unknown
212784,View Winning Nu,unknown,unknown
212783,View Winning Nu,unknown,unknown
212782,View Winning Nu,unknown,unknown
212781,View Winning Nu,unknown,unknown
212780,View Winning Nu,unknown,unknown
212779,View Winning Nu,unknown,unknown
212778,View Winning Nu,unknown,unknown
212777,View Winning Nu,unknown,unknown
212776,View Winning Nu,unknown,unknown
212775,View Winning Nu,unknown,unknown
212774,View Winning Nu,unknown,unknown
212773,View Winning Nu,unknown,unknown
212772,View Winning Nu,unknown,unknown
212771,View Winning Nu,unknown,unknown
212770,View Winning Nu,unknown,unknown
212769,View Winning Nu,unknown,unknown
212768,View Winning Nu,unknown,unknown
212767,View Winning Nu,unknown,unknown
212766,View Winning Nu,unknown,unknown
212765,View Winning Nu,unknown,unknown
212764,View Winning Nu,unknown,unknown
212761,View Winning Nu,unknown,unknown
212760,View Winning Nu,unknown,unknown
212759,View Winning Nu,unknown,unknown
212758,View Winning Nu,unknown,unknown
212757,View Winning Nu,unknown,unknown
212756,View Winning Nu,unknown,unknown
212755,View Winning Nu,unknown,unknown
212754,View Winning Nu,unknown,unknown
212753,View Winning Nu,unknown,unknown
212752,View Winning Nu,unknown,unknown
212751,View Winning Nu,unknown,unknown
212750,View Winning Nu,unknown,unknown
212749,View Winning Nu,unknown,unknown
212748,View Winning Nu,unknown,unknown
212747,View Winning Nu,unknown,unknown
212746,View Winning Nu,unknown,unknown
212745,View Winning Nu,unknown,unknown
212744,View Winning Nu,unknown,unknown
212743,View Winning Nu,unknown,unknown
212742,View Winning Nu,unknown,unknown
212741,View Winning Nu,unknown,unknown
212740,View Winning Nu,unknown,unknown
212739,View Winning Nu,unknown,unknown
212738,View Winning Nu,unknown,unknown
212737,View Winning Nu,unknown,unknown
212736,View Winning Nu,unknown,unknown
212735,View Winning Nu,unknown,unknown
212734,View Winning Nu,unknown,unknown
212733,View Winning Nu,unknown,unknown
212732,View Winning Nu,unknown,unknown
212729,View Winning Nu,unknown,unknown
212728,View Winning Nu,unknown,unknown
212727,View Winning Nu,unknown,unknown
212726,View Winning Nu,unknown,unknown
212725,View Winning Nu,unknown,unknown
212724,View Winning Nu,unknown,unknown
212723,View Winning Nu,unknown,unknown
212722,View Winning Nu,unknown,unknown
212721,View Winning Nu,unknown,unknown
212720,View Winning Nu,unknown,unknown
212719,View Winning Nu,unknown,unknown
212718,View Winning Nu,unknown,unknown
212717,View Winning Nu,unknown,unknown
212716,View Winning Nu,unknown,unknown
212715,View Winning Nu,unknown,unknown
212714,View Winning Nu,unknown,unknown
212713,View Winning Nu,unknown,unknown
212712,View Winning Nu,unknown,unknown
212711,View Winning Nu,unknown,unknown
212710,View Winning Nu,unknown,unknown
212709,View Winning Nu,unknown,unknown
212708,View Winning Nu,unknown,unknown
212707,View Winning Nu,unknown,unknown
212706,View Winning Nu,unknown,unknown
212705,View Winning Nu,unknown,unknown
212704,View Winning Nu,unknown,unknown
212703,View Winning Nu,unknown,unknown
212702,View Winning Nu,unknown,unknown
212701,View Winning Nu,unknown,unknown
212700,View Winning Nu,unknown,unknown
212697,View Winning Nu,unknown,unknown
212696,View Winning Nu,unknown,unknown
212695,View Winning Nu,unknown,unknown
212694,View Winning Nu,unknown,unknown
212693,View Winning Nu,unknown,unknown
212692,View Winning Nu,unknown,unknown
212691,View Winning Nu,unknown,unknown
212690,View Winning Nu,unknown,unknown
212689,View Winning Nu,unknown,unknown
212688,View Winning Nu,unknown,unknown
212687,View Winning Nu,unknown,unknown
212686,View Winning Nu,unknown,unknown
212685,View Winning Nu,unknown,unknown
212684,View Winning Nu,unknown,unknown
212683,View Winning Nu,unknown,unknown
212682,View Winning Nu,unknown,unknown
212681,View Winning Nu,unknown,unknown
212680,View Winning Nu,unknown,unknown
212679,View Winning Nu,unknown,unknown
212678,View Winning Nu,unknown,unknown
212677,View Winning Nu,unknown,unknown
212676,View Winning Nu,unknown,unknown
212675,View Winning Nu,unknown,unknown
212674,View Winning Nu,unknown,unknown
212673,View Winning Nu,unknown,unknown
212672,View Winning Nu,unknown,unknown
212671,View Winning Nu,unknown,unknown
212670,View Winning Nu,unknown,unknown
212669,View Winning Nu,unknown,unknown
212668,View Winning Nu,unknown,unknown
212663,View Winning Nu,unknown,unknown
212662,View Winning Nu,unknown,unknown
212661,View Winning Nu,unknown,unknown
212660,View Winning Nu,unknown,unknown
212659,am |= (| RAS AIA asain,unknown,unknown
212656,View Winning Nu,unknown,unknown
212655,View Winning Nu,unknown,unknown
212654,View Winning Nu,unknown,unknown
212653,View Winning Nu,unknown,unknown
212652,View Winning Nu,unknown,unknown
212651,View Winning Nu,unknown,unknown
212650,View Winning Nu,unknown,unknown
212649,View Winning Nu,unknown,unknown
212648,View Winning Nu,unknown,unknown
212647,View Winning Nu,unknown,unknown
212646,View Winning Nu,unknown,unknown
212645,View Winning Nu,unknown,unknown
212644,View Winning Nu,unknown,unknown
212643,View Winning Nu,unknown,unknown
212642,View Winning Nu,unknown,unknown
212641,View Winning Nu,unknown,unknown
212640,View Winning Nu,unknown,unknown
212639,View Winning Nu,unknown,unknown
212638,View Winning Nu,unknown,unknown
212637,View Winning Nu,unknown,unknown
212634,View Winning Nu,unknown,unknown
212633,View Winning Nu,unknown,unknown
212632,View Winning Nu,unknown,unknown
212631,View Winning Nu,unknown,unknown
212630,View Winning Nu,unknown,unknown
212629,View Winning Nu,unknown,unknown
212628,View Winning Nu,unknown,unknown
212627,View Winning Nu,unknown,unknown
212626,View Winning Nu,unknown,unknown
212625,View Winning Nu,unknown,unknown
212624,View Winning Nu,unknown,unknown
212623,View Winning Nu,unknown,unknown
212622,View Winning Nu,unknown,unknown
212621,View Winning Nu,unknown,unknown
212620,View Winning Nu,unknown,unknown
212619,View Winning Nu,unknown,unknown
212618,View Winning Nu,unknown,unknown
212617,View Winning Nu,unknown,unknown
212616,View Winning Nu,unknown,unknown
212615,View Winning Nu,unknown,unknown
212612,View Winning Nu,unknown,unknown
212611,View Winning Nu,unknown,unknown
212610,View Winning Nu,unknown,unknown
212609,View Winning Nu,unknown,unknown
212608,View Winning Nu,unknown,unknown
212607,View Winning Nu,unknown,unknown
212606,View Winning Nu,unknown,unknown
212605,View Winning Nu,unknown,unknown
212604,View Winning Nu,unknown,unknown
212603,View Winning Nu,unknown,unknown
212602,View Winning Nu,unknown,unknown
212601,View Winning Nu,unknown,unknown
212600,View Winning Nu,unknown,unknown
212599,View Winning Nu,unknown,unknown
212598,View Winning Nu,unknown,unknown
212597,View Winning Nu,unknown,unknown
212596,View Winning Nu,unknown,unknown
212595,View Winning Nu,unknown,unknown
212594,View Winning Nu,unknown,unknown
212593,View Winning Nu,unknown,unknown
212592,View Winning Nu,unknown,unknown
212591,View Winning Nu,unknown,unknown
212590,View Winning Nu,unknown,unknown
212589,View Winning Nu,unknown,unknown
212588,View Winning Nu,unknown,unknown
212585,View Winning Nu,unknown,unknown
212584,View Winning Nu,unknown,unknown
212583,View Winning Nu,unknown,unknown
212582,View Winning Nu,unknown,unknown
212581,View Winning Nu,unknown,unknown
212580,View Winning Nu,unknown,unknown
212579,View Winning Nu,unknown,unknown
212578,View Winning Nu,unknown,unknown
212577,View Winning Nu,unknown,unknown
212576,View Winning Nu,unknown,unknown
212575,View Winning Nu,unknown,unknown
212574,View Winning Nu,unknown,unknown
212573,View Winning Nu,unknown,unknown
212572,View Winning Nu,unknown,unknown
212571,View Winning Nu,unknown,unknown
212570,View Winning Nu,unknown,unknown
212569,View Winning Nu,unknown,unknown
212568,View Winning Nu,unknown,unknown
212567,View Winning Nu,unknown,unknown
212566,View Winning Nu,unknown,unknown
212565,View Winning Nu,unknown,unknown
212564,View Winning Nu,unknown,unknown
212563,View Winning Nu,unknown,unknown
212562,View Winning Nu,unknown,unknown
212561,View Winning Nu,unknown,unknown
212560,View Winning Nu,unknown,unknown
212559,View Winning Nu,unknown,unknown
212558,View Winning Nu,unknown,unknown
212557,View Winning Nu,unknown,unknown
212556,View Winning Nu,unknown,unknown
212553,View Winning Nu,unknown,unknown
212552,View Winning Nu,unknown,unknown
212551,View Winning Nu,unknown,unknown
212550,View Winning Nu,unknown,unknown
212549,View Winning Nu,unknown,unknown
212548,View Winning Nu,unknown,unknown
212547,View Winning Nu,unknown,unknown
212546,View Winning Nu,unknown,unknown
212545,View Winning Nu,unknown,unknown
212544,View Winning Nu,unknown,unknown
212543,View Winning Nu,unknown,unknown
212542,View Winning Nu,unknown,unknown
212541,View Winning Nu,unknown,unknown
212540,View Winning Nu,unknown,unknown
212539,View Winning Nu,unknown,unknown
212538,View Winning Nu,unknown,unknown
212537,View Winning Nu,unknown,unknown
212536,View Winning Nu,unknown,unknown
212535,View Winning Nu,unknown,unknown
212534,View Winning Nu,unknown,unknown
212533,View Winning Nu,unknown,unknown
212532,View Winning Nu,unknown,unknown
212531,View Winning Nu,unknown,unknown
212530,View Winning Nu,unknown,unknown
212529,View Winning Nu,unknown,unknown
212528,View Winning Nu,unknown,unknown
212527,View Winning Nu,unknown,unknown
212526,View Winning Nu,unknown,unknown
212525,View Winning Nu,unknown,unknown
212524,View Winning Nu,unknown,unknown
212521,View Winning Nu,unknown,unknown
212520,View Winning Nu,unknown,unknown
212519,View Winning Nu,unknown,unknown
212518,View Winning Nu,unknown,unknown
212517,View Winning Nu,unknown,unknown
212516,View Winning Nu,unknown,unknown
212515,View Winning Nu,unknown,unknown
212514,View Winning Nu,unknown,unknown
212513,View Winning Nu,unknown,unknown
212512,View Winning Nu,unknown,unknown
212511,View Winning Nu,unknown,unknown
212510,View Winning Nu,unknown,unknown
212509,View Winning Nu,unknown,unknown
212508,View Winning Nu,unknown,unknown
212507,View Winning Nu,unknown,unknown
212506,View Winning Nu,unknown,unknown
212505,View Winning Nu,unknown,unknown
212504,View Winning Nu,unknown,unknown
212503,View Winning Nu,unknown,unknown
212502,View Winning Nu,unknown,unknown
212501,View Winning Nu,unknown,unknown
212500,View Winning Nu,unknown,unknown
212499,View Winning Nu,unknown,unknown
212498,View Winning Nu,unknown,unknown
212497,View Winning Nu,unknown,unknown
212496,View Winning Nu,unknown,unknown
212495,View Winning Nu,unknown,unknown
212494,View Winning Nu,unknown,unknown
212493,View Winning Nu,unknown,unknown
212492,View Winning Nu,unknown,unknown
212489,View Winning Nu,unknown,unknown
212488,View Winning Nu,unknown,unknown
212487,View Winning Nu,unknown,unknown
212486,View Winning Nu,unknown,unknown
212485,View Winning Nu,unknown,unknown
212484,View Winning Nu,unknown,unknown
212483,View Winning Nu,unknown,unknown
212482,View Winning Nu,unknown,unknown
212481,View Winning Nu,unknown,unknown
212480,View Winning Nu,unknown,unknown
212479,View Winning Nu,unknown,unknown
212478,View Winning Nu,unknown,unknown
212477,View Winning Nu,unknown,unknown
212476,View Winning Nu,unknown,unknown
212475,View Winning Nu,unknown,unknown
212474,View Winning Nu,unknown,unknown
212473,View Winning Nu,unknown,unknown
212472,View Winning Nu,unknown,unknown
212471,View Winning Nu,unknown,unknown
212470,View Winning Nu,unknown,unknown
212469,View Winning Nu,unknown,unknown
212468,View Winning Nu,unknown,unknown
212467,View Winning Nu,unknown,unknown
212466,View Winning Nu,unknown,unknown
212465,View Winning Nu,unknown,unknown
212464,View Winning Nu,unknown,unknown
212463,View Winning Nu,unknown,unknown
212462,View Winning Nu,unknown,unknown
212461,View Winning Nu,unknown,unknown
212460,View Winning Nu,unknown,unknown
212449,>. RGINIA LOTTERY CHECK MY NUMBERS wes  wens & ews  PLAYING MATTERS asour us ,unknown,ssn
212255,XS,unknown,unknown
212179,Affiliate Id Number:,unknown,identification
212162,Affiliate Id Number:,unknown,identification
212158,cata |e,unknown,unknown
212144,it. . if.,unknown,unknown
212108,Toggle Menu,unknown,unknown
212106,Help-F:,unknown,unknown
212097,Toggle Menu,unknown,unknown
212095,Help-F:,unknown,unknown
212090,Toggle Menu,unknown,unknown
212088,Help-F:,unknown,unknown
212012,,unknown,unknown
211904,FORUMS_QUERY,unknown,unknown
211903,FORUMS_QUERY,unknown,unknown
211901,) Tripadvisor,unknown,unknown
211899,Location,unknown,unknown
211894,Location,unknown,unknown
211890,txtCaptcha,unknown,zip
211885,tate,unknown,unknown
211884,,unknown,unknown
211883,Init-Apt-Suite #,unknown,unknown
211878,,unknown,unknown
211877,,unknown,unknown
211876,,unknown,unknown
211871,Location,unknown,unknown
211866,,unknown,unknown
211865,,unknown,unknown
211864,,unknown,unknown
211862,,unknown,unknown
211861,,unknown,unknown
211859,,unknown,unknown
211858,,unknown,unknown
211857,,unknown,unknown
211832,,unknown,unknown
211831,,unknown,unknown
211830,,unknown,unknown
211828,,unknown,unknown
211827,,unknown,unknown
211825,,unknown,unknown
211824,,unknown,unknown
211823,,unknown,unknown
211817,,unknown,unknown
211816,,unknown,unknown
211815,,unknown,unknown
211813,,unknown,unknown
211812,,unknown,unknown
211810,,unknown,unknown
211809,,unknown,unknown
211808,,unknown,unknown
211805,tate,unknown,unknown
211804,,unknown,unknown
211803,Init-Apt-Suite #,unknown,unknown
211801,2becca Williams,unknown,unknown
211798,,unknown,unknown
211797,,unknown,unknown
211796,,unknown,unknown
211793,,unknown,unknown
211792,,unknown,unknown
211791,,unknown,unknown
211789,,unknown,unknown
211788,,unknown,unknown
211786,,unknown,unknown
211785,,unknown,unknown
211784,,unknown,unknown
211781,,unknown,unknown
211780,,unknown,unknown
211779,,unknown,unknown
211777,,unknown,unknown
211776,,unknown,unknown
211774,,unknown,unknown
211773,,unknown,unknown
211772,,unknown,unknown
211762,tate,unknown,unknown
211761,,unknown,unknown
211760,Init-Apt-Suite #,unknown,unknown
211755,,unknown,unknown
211754,,unknown,unknown
211753,,unknown,unknown
211712,pagination-lite__input,unknown,unknown
211699,pagination-lite__input,unknown,unknown
211688,,unknown,unknown
211637,Search accounts,unknown,card
211636,Search accounts,unknown,card
211626,Search accounts,unknown,card
211625,Search accounts,unknown,card
211615,Search accounts,unknown,card
